Character,Quote
Peggy," Rented snow machines, all these lights-- it's like a carnival. I wonder how Jesus feels about this."
Hank, It's Christmas and Bill's happy. I'll tell you how Jesus feels-- great.
Dale, Valet parking is five dollars. Valet of the Dale's is not responsible for lost or stolen articles.
Hank," Dale, I'm just going to park in my driveway."
Dale," That lot's full, but Bill says I can put overflow parking poolside at Luanne's house. [yells to Octavio, off-screen]"
Wally, Nice pool. What say we jump in and see what floats?
Luanne, Just keep your beer cans off of my lawn. And quit trying to read my t-shirt.
Wally, You lose something over here?
Hank, I am making a citizen's arrest for trespassing.
Wally, I don't think so.
Hank," Believe me, I've done it before."
Hank," Well, how did you get Bill's key chain? Okay, you're under arrest for theft, too."
Wally,"  He gave it to me. Now, get off our property, or I'll citizen arrest you."
Hank," Damn it, when Bill comes home..."
Wally," [mockingly] ""Weh Beh guh hum..."""
Hank, What the hell are you doing?
Wally," ""Whu de huh ur da doon?"""
Wally," I believe you guys are first-time callers, so I'm only going to charge you a buck."
Bobby, For what?
Wally, Beer.
Connie, We'd better go.
Bobby," Why? Because beer's not TV-14? Set me up, my man."
[Wally hands Bobby a 40 ounce bottle of Alamo beer. Bobby is hesitant to take it.],
Wally, What's the matter? 40 ounces for a buck is a good deal.
Bobby," Oh, yeah. I just usually drink 30 ouncers, but hey, it's the weekend."
Bobby," [huddling up against Connie] Come here. Just think, Connie girl, when we're all grown-ups and marrieds, we'll get to do this every night."
Connie," Yeah, I want a house just like this-- with soft floors and plastic windows."
Joseph, [staring at the ceiling] Look at the stars. There's... so many of them.
Bobby, Yeah.
Connie, Cool.
Wally, You know the best way to sober up? Bounce around a lot-- get it out of your system.
Hank, Bobby?
Bobby," Hey, Dad! I like beer! [immediately turns around and vomits.]"
Hank," You, you, and you go home now! [drags Wiley] You get the hell out of here. [Wiley blows a puff of smoke at his face, and drops it to the ground.] That does it. I've had about enough of this Christmas crap. [to Bill] Dang it, Bill! Some of us are trying to raise kids in this neighborhood. Good kids. The kind that don't try to kill their parents in their sleep. Kids like Bobby."
Bill, Wally would never kill me. He told me so! That kind of communication is very important in a father-son style relationship.
Hank, What? Is that my belt sander?
Bill, No. It's mine. Wally bought it and gave it to me as a present.
Hank, Yeah? Then why does it have the same serial number as my warranty card?
Bill," ""Can't a man get his own Ranger Dog?"""
Hank, I'm gonna kick your asses!
Dale," Why is it always about asses with you, Hank?"
Hank, You brought charcoal into our house!
Peggy," I didn't know what it was! Luanne asked me to hold it for her, I thought it was drugs!"
Hank, There's soot under my boy's nails. You don't get that from a clean-burning fuel.
Bobby," Then you don't get the rich, smoky flavor either."
Hank," Shut your mouth! Now, we're going to sit here and pray."
[Dale has hired Octavio to destroy a puppet that frightens him. Octavio spies on Hank and Bobby while Dale spies on Octavio.],
Octavio, (Into a tape recorder) 11:15 A.M.: The man and the boy and the puppet leave the house.
Dale," (Into a tape recorder) 11:16: Octavio speaks into tape recorder, thus leaving crucial evidence, stupid idiot! Octavio must be gotten rid of!"
Dale," Dear Octavio, this is the hardest letter I've ever had to write..."
Hank Hill," Dale, are you nuts!?"
Dale, You'll never put that creep back together! I mixed him in with two chairs and a toboggan! Ha ha ha!
Hank Hill, You're next! I'm kicking your ass through that thing!!
Dale, [inhales chloroform] You wouldn't hit an unconscious maaaaa.... [passes out]
Computer, Perimeter Breach!
Dale," Perimeter breach? [Clicks through his different security cameras and sees the Bobby puppet looking at him through one of the cameras. Dale screams and inhales chloroform] You'll never catch Dale Griiiiib..... [Passes out. Scene cuts to the outside, showing Bobby holding the puppet to the camera with Hank looking on."
Hank Hill," Heh, you were right, Bobbies. Ventriloquism is fun."
Hank Hill, The only woman I'm pimping from now on is Sweet Lady Propane. And I'm tricking her out all over this town.
Hank Hill," Alright, man, get outta that Jalopy and let's talk some bui'ness!"
Hank Hill," I am the mack daddy of Heimlich County, I play it straight up, yo. You get the hell outta my 'hood!"
Hank Hill, You get out... your hooker stuff... of my house!
Hank Hill, Son of a... BWAAH!!
Dale," Up yours, Joseph!"
Nancy, Dale!
Dale," I'm sorry son, that's the coffee talking. And the florescent lighting. And the excruciating headache."
Nancy," Make some time for the roaches, shug."
Dale," We'd all love to make time for roaches, but in the real world, people have to spend all night reconciling invoices or [raising his voice] Ms. Pippman WON'T LET THEM WEAR CHINOS OR A KNIT SHIRT NEXT FRIDAY!"
Dale," ""Turbines!"" (NOTE: He is in a air vent filled with roaches, he promptly rotates and kills several)"
Hank Hill,"  Uhh...Strickland Propane, taste the...I mean, hello?"
Luanne Platter," Uncle Hank, I quit being a virgin the first time I had sex."
Hank Hill,  Peggy...I can see your whatnots.
Hank, Bwaaah!!!
Peggy," He's gay now, if that makes you feel better."
Hank, BWAAAAAAAAAH!!!
Peggy, Of course it doesn't.
Boomhauer," (To Bobby) ""Hey man, your daddy quotes me? Hey man, maybe we'll stay mad at Hank for just one week."" (Versus three)"
Hank, Why couldn't it have been me and Boomhauer that did something horrible to you guys?
Bill, 'Cause Boomhauer's a saint.
Dr. Tate ," Mr. Hill, you have no ass."
Hank, You want me to wear a fake hiney?
Dr. Tate," Mr. Hill, are your shoes fake feet?"
Cotton Hill," Good God, Hank. Yer wearin' butt boobies!"
Diminished Glutes Support Group, [Chanting at race]: We're here! No rear! Get used to it!
Kidney Boy and Hamster Girl, A Love Story [5.20][edit]
Dale," (When Dale's Porta Potti collapses while Hanks's in it) ""He's a squatter!"""
Senior#1," (Enters the boys' bathroom with his friends while Bobby is washing his hands) ""Ha. Hey, Fresh meat, This is the seniors bathroom. I'm gonna shove your head in the toilet""."
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
Bobby, That's my purse!  I don't know you!
Bobby," Hey, I didn't go looking for trouble. Trouble came-a-knockin' and Bobby Hill's foot answered the door."
Bill, I wish I had a son to kick me in the nuts.
Dale, Be careful what you wish for.
Bobby, I kicked my dad in the crotch.
Connie," You kicked your father? We all have those feelings, Bobby. But, we never act on them."
Kahn, (Talking to Bobby) I heard what you did to Chane Wassonasong -- unforgivable! But then I hear what you did to your father -- very funny. So I'm conflicted.
Peggy," Uh-huh, That's right, Bobby. I believe you will find that I have no testicles. Where's your secret weapon now, huh?"
Kahn, She bluffing! Finish her!
Bobby," Um, alright guys. The girls aren't here, you don't have to pretend to be tough. Oh! [Chane pushes him to the ground] Come on. Uh, I live next door. All I have to do is scream and my dad will be on you like flies on pie."
Chane Wassonasong," If you eat some dirt, then maybe I'll leave you alone."
Bobby," But, I don't want to eat any dirt. Well, maybe just a little. (He pretends to eat dirt) Yum, that's good dirt."
Chane Wassonasong, You didn't eat any.
Bobby, DAD! DAD!
Bobby," I'm sorry, Mom. It was a reflex. [Peggy jumps on him, then noogies him] Mom, okay! I said I was sorry! [groaning]"
Dale Gribble," If you want to elect me, Dale Gribble, president of the Gun Club, running on the Save-Your-Sorry-Ass platform, say ""aye."""
Dale Gribble," (holding a plate of macaroons, small macaroons on one side, large macaroons on the other side) Macaroon? I've got entrance wound size, and exit wound size. (The small macaroons are called ""entrance wound size"", and the large macaroons are called ""exit wound size"".)"
Dale, Pocket sand! Sh-sh-sha! (tosses sand in the eyes of his attacker)
Hank Hill, Nothing! I swear! I was just calling for help!
Bobby Hill, Is that my dad [on the phone]? Ask him if he's gonna be late if I can have his pork chop.
Dale Gribble," Bobby, you'll be eating your father's pork chop every night for the rest of your life. Wait. That's the saddest thing I've ever heard. Retraction! Bobby, you will not be having your father's pork chop tonight, or any other night! You hear me Hank?!  Bobby's not eating your pork chop! "
Peggy Hill," (subtitled): Your honor, I can tell you are a reasonable horse. I am very pregnant because of what happened with Lupe. She ate my bus accident and all I wanted was to make Lupe into a book. I have too many good anuses ahead of me to spend my life in a cigar factory."
Hank Hill, How about this one?
Cotton Hill," Peace!? I bet you would like that! Why don't you get one with a flag-burnin' on it? Besides, we're a Joy family."
Hank Hill," Dad, it's Jesus peace, not Hippie peace..."
Didi Hill,"  I'm lucky. Cotton is so easy to shop for. Either he likes what I get him, and he's happy, or he hates it, and he shoots it, and he's happy."
Bobby," ""I'm sweet on you, Connie! I'm your little candy man!"""
Bobby," (When Connie referred to Bobby as 'just a friend) ""Don't use the 'f' word on me, not me; This is your cuddle monster talking."""
Stuart Dooley," (To Bobby)  ""You shot her in the eye."""
Connie," ""Oh, gross! You licked it!"" (runs off, Joseph puts down his drink)"
Joseph," (to Bobby) ""What are you doing? You're ruining my party."" (takes Bobby's toy bow)"
Bobby," (to Joseph) ""What?! You wouldn't even be having this party if it wasn't for me. You'd just be sitting alone going, 'Dude, like, eh... I'm so bleah."""
Joseph," ""Come on. Get..."" (tries to push Bobby out)"
Bobby," ""Watch it. You're pulling off the wings! Let go! I'm not leaving! I am not leaving unless Connie leaves with me."" (Bobby now gets in, trying to hold his grip onto the couch.)"
Joseph,"(as he and the boys grab Bobby) ""Come on. One, two, three. Get him. Get him."" (Clark Peters lifts his fingers, carry him, and throw him over the fence, cheering. Bobby grunts)"
Dale," Falcon, bring us back a vole. Sh-sh-sha!"
Bill, AAAAAAAAAAAHHHH!! It bites!
Dale, ...so Bill's a vole.
Hank," That's a clean-burning Hell, I tell you what!"
Hank," Where are you going to keep it, smart guy? It doesn't even fit inside your garage."
Kahn," Uh, Maybe I keep garage inside SUV! (laughs) Kiss my ass!"
Dale, It said P-lacebo... it must be made by P-fizer.
Dale," Gentlemen, the crap has literally been scared out of me."
Dale Gribble," You're like E.T., except E.T. was a purebred alien with a heart of gold. You're only half-alien and at times can be a tad self-absorbed."
Joseph Gribble, He's just being nice to me so my real dad won't freeze him in carbonite and trade him for spice.
Dale Gribble, What happens if my tee shot lands on a bird's back and he carries it out of bounds but then is attacked by a larger bird who grabs the ball and drops it in the hole? Is that still a hole-in-one? Because that's how I'm going to play it.
Hank Hill," Dang it, Dale. It already happened once. What are the odds of it happening again?"
Bill Dauterive, I've never had a caddy before. I'm gonna treat him like crap.
Ted Wassanasong," Damn it, Kahn, do you want to join Nine Rivers?"
Khan," Oh yes! Thank you, Ted!"
Ted," Welp, you can forget it!"
Ted, ...Unless you can show Mr. Ho that Hank Hill would be the perfect Nine Rivers member.
Kahn Souphanousinphone, What do you want with that chicken-fried loser?
Ted," The PGA has refused to have their tournament at Nine Rivers unless we attract at least one non-Asian member. You deliver me Hank, I will put you up for junior membership."
Kahn, You will offer me full membership!
Ted, Associate membership?
Kahn, Full membership!
Ted{meekly}, Done!
Hank, Can I ask you something? What and what accessories do I sell for a living?
Ted, Tractors?
Dale," To be fair, Hank, you used to sell tractors."
Hank," Yeah, well, he didn't know that."
Hank Hill, They're temporarily diverting beer down to Mexico. Alamo will be back on the shelves in five days.
Bill, Five days? We can wait that long.
Dale Gribble," I don't mean to sound racist, but this by far is the best selection of beans I have ever seen. I'm serious."
Hank, Yup.
Dale, Yup.
Boomhauer, Uh huh.
Bill, Come on Hank. One beer is not going to make me drunk. Look how fat I am.
Hank," Sorry Bill, but that is what you get for having a mouthful of banana when we called ""not it""."
Dale Gribble," Step on it, Bill!  I don't know which way it's coming out, but it's coming out!"
Dale Gribble, (vomits) Damn that Mexican banana!
Bill Dautrieve," Don't blame the banana! I had more than anyone, peels included. And I didn't get sick until way after!"
Hank Hill," No, you are not tripping, that is an emu."
Mother," Oh Lisa, my baby! These men are here to get you back to normal."
Lisa, Who is Lisa? My name is Jane.
Deprogrammer #1," Do not worry young lady, all will be OK. Thank God we got her."
Deprogrammer #2," Yeah, it was a lucky break. This cult has lawyers up the ying-yang."
Luanne," Omega House, party, woo hoo!"
Head Jane, Omega House appreciates a mother as dedicated as you.
Peggy{chuckling}, I am too young to be Luanne's mother. I am her aunt.
Head Jane," You sound like an amazing person, I would love to get in your head. I bet you have many friends."
Peggy," Actually, no."
Head Jane," Well, people are often intimidated by those of high intellect. But you are a smart woman, no matter what your husband has told you."
Peggy{thinking about Hank}," No, I can't say he ever did that."
Head Jane, Father?
Peggy{thinking about Doc Platter}," No, not in particular."
Head Jane{grasping at straws}, Mother?
Peggy{recalling Maddy Platter's abrasive attitude}, How did you know?!
Dale Gribble," Prepare to be beaten by the deadliest form of martial arts. Monkey style! Ooh, ooh, ahh, ahh!"
Dale Gribble, Get away from my wife or next time I'll aim for the mannequin and hit you.
Dale Gribble,"  Attention homosexuals and so called ""bi""-sexuals."
Nancy Gribble," This is supposed to be my re-wedding to Dale! My second chance! Why is God punishin' me? (looks up with her arms in the air) Why, sug?!"
Bug Gribble," Oh my god, Hank! Are you gay?"
Hank Hill, What?! No! I sell propane!
Nancy Gribble," So, are you really okay with your dad being gay?"
Dale Gribble," Why would I have a problem with it? John Redcorn's gay, and I've been friends with him for years!"
Hank," Hey, John Redcorn."
John Redcorn, Hank.
Hank," Uh, yeah, John Redcorn, I had a dream last night. You got a minute?"
John Redcorn, Come in. I'll brew some chamomile tea.
Hank," ...and the woman in my dreams, the one without the clothing, was not my wife. And needless to say that is not a dream I intended to have."
John Redcorn, My people believe that dreams of the unconscious mind trying to solve a problem with the conscious mind cannot. Is there anything unusual going on with you?
Hank," Nope. Everything's the same as it's always been for as long as I can remember. Yep, same old, same old."
John Redcorn," Is it possible that after 20 years of marriage, you're a little tired of your wife?"
Hank," What?! That's crazy! Our romantic life is as good as the day we were married. It hasn't changed a bit. Yep, we've got a great routine. If I were bored of Peggy, I'd be having dreams in which I was bored of Peggy, not grilling naked with the neighbor's wife."
John Redcorn, (laughs) Minh.
Hank," Uh, no."
John Redcorn, It's Nancy? My Nancy? You're having dirty dreams about my sweet Nan-Nan?
Hank," Say, is that a new suede vest?"
John Redcorn, Nancy used to like it when I kept the vest on during sex. Do you want it?
Hank," Oh, God!"
John Redcorn," Here, take it! Take it all!"
Hank, Bah!
John Redcorn, (crying)
Marlene, I'm going to be honest with you -- I only understand about half of what you say. The other times I just nod and smile and wait for your pants to come off.
Peggy, Bill is picking on Boomhauer? He hasn't done that since he had hair.
Luanne," She's not coming back, honey."
Bobby, 'Course she is. She's Mr. Boomhauer's girlfriend.
Luanne," Let's see, how can I explain this...? You know how you can be happy eating vanilla ice cream day after day after day? Well, Mr. Boomhauer isn't just like that. See, he likes to try different flavors."
Bobby, But he can have a new flavor every day! He's dating the ice cream lady!
Luanne," Mr. Boomhauer had grown-up sex with the ice cream lady, and now he's dumped her. You're never gonna have ice cream again, Bobby."
Dale," We gotta do something. The alley was balanced before. A cool single guy, and a cool married guy. A loser single guy, and a loser married guy. Now it's me and three losers!"
Peggy," If you think for one second that I'm gonna stand by while you go on a floozy hunt for Boomhauer, I..."
Hank," Peggy, do you want another ""Bill"" on your hands?"
Peggy, (giving in) Take my car. It's a chick magnet.
Bill," (To Boomhauer)  I know how dark it is for you right now; curled up, lying in your own emotional vomit. You're in hell now, Boomhauer. And the only way out is through a long, dark tunnel. And you're afraid to go in, because there's a train comin' at you, carryin' a boxcar full of heartbreak. Well, let me tell you something: all you can do is let it hit you. And then try to find your legs. I know, I've taken that hit more times than I can remember. Look at me Boomhauer, I'm fat, and I'm old, and every day I'm just gonna wake up fatter and older. Yet somehow I manage to drag this fat old bald bastard into the alley every day. I'm out there diggin' holes, fallin' into them, climbin' out, tryin' again, and tomorrow, I'm gonna hang outside at a ladies prison. And the first thing those lady cons are gonna see after 20 years? Is me. Will I get one? Experience says no. Will I be out there next month? If I'm alive you better believe it. You gotta get right back up on that tanning bed, slip into a tight t-shirt, wash off some of that cologne, and get yourself out of that tunnel and into some strange woman's bed!"
Hank, Bwah!!!
Junichiro, (In unison with hank) Hwah!!!
Junichiro, I kick-a your ass!!!
Bobby, Good God! That is the biggest Hello Kitty store I've ever seen!
Junichiro," (To Hank) With all respect and honor, I would not be saddened if both you and your father went to Hell!"
Junichiro, It is one of the businessmen I exchanged cards with! See? Japanese politeness is surprisingly effective! He just saw shinless stranger boarding at train station. He say he buy train ticket and... dishonor pay toilet.
Junichiro," Look at me! Here come Ronald Reagan, Mike Tyson!"
Hank,"  Hi, my name is Ladybird. I like long walks, my arthritis medication, and two cups of kibble a day. I'll try to outsmart you and get three cups, but I know you're too clever for that, Ms. Platter. (Giggles)"
Luanne," I don't know, Uncle Hank. She did write this letter, and everything."
Hank, Trip's off!
Michiko (Junichiro's mother), This arrangement offered me many opportunities for difficulty.
Hank," So, how long have you been in the robot game?"
Junichiro," There was not a time where I was not fascinated by robot. Robots are clean, efficient, reliable..."
Hank," Huh, that sounds like propane. I wonder if they ever made a robot that runs on propane."
Junichiro," No. [Hank looks disappointed] But, they could."
Hank, Yup.
Junichiro, Hai.
Junichiro, He will be proud of me. I was abrupt with an elderly woman.
Hank, [sighs] We're too late. Our dad's on his way to spit in the emperor's face.
Junichiro, Hwah!!!
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
Hank, (Referring to Bobby's dancing at a concert) They weren't dancing like you and I dance. They were...enjoying it.
Hank," In heaven… Hey, that's Todd!"
Teacher," (sees bubbles approaching) Bobby, what are you doing?"
Bobby Hill, I'm ironing underwater. (makes blooping sounds)
Teacher," (wipes her glasses) Don't test me, young man."
Hank, (Upon Hank finding Bobby holding a Cheerleader uniform) There better be a naked cheerleader under your bed.
Hank," Wow. Boy, that cheese. Mm."
Bill Dauterive," Rex, just move your paw. (screams)"
Stoner," We need more of this, dude!"
Dale Gribble," Hank Rutherford Hill, you are within one hundred feet of me, and much as I like to scoff at the law, I also like to arbitrarily enforce it. Skedaddle, boy. We got a tunnel to dig under the alley!"
Hank Hill, What?
Bill," Yep. It's gonna go from Dale's house, my house to Boomhauer's house!"
Dale Gribble, A little 3 way friendship tube and you ain't invited!
Bill," The only rules are no spitting and no cutting other people's fingers off. You probably wouldn't like them down there, Hank."
Boomhauer," Yeah, man, talkin' 'bout no dang ol' psychos allowed, man."
Hank Hill," Good God, you're serious?! The alley is city property. As block captain I will come down on you with the full authority of my office. And who the hell are you?"
Dale Gribble," Hank, you know Octavio. He's my gal Friday. Does anything I want. Now you, scoot. 100 feet. Move it."
Hank Hill, You shut your got-dang mouth or I'll shove that Ditch Witch down your throat and dig a tunnel straight through to sunshine!
Big Jim," Ha ha, that's telling him."
Hank Hill," 'Felt good, too."
Dale Gribble," Back off, Hank, or Octavio will mess you up."
Octavio," Gribble, I don't care if he stays or goes. Where's the money you owe me, esse?"
Dale Gribble, You heard him.
Big Jim," Take the first shot, Cochise. I love two things: building doll house furniture and kicking ass. And I don't see any no houses 'round here. You see any doll houses, Hank?"
Hank Hill," No, I don't."
Big Jim," No you don't, that's right! What are you looking at, sport? Don't you eyeball me! Don't you eyeball a JUNKYARD DOG! [Everyone is looking scared, even Hank] ARF! ARF! ARF! NOW YOU GOT THE DOG BARKING! YOU GOT IT! YOU GOT IT! ARF! ARF!"
Hank Hill,"I don't have an anger problem, I have an idiot problem!"""
Bill Dauterive, You cut Dale's finger off for building a tunnel. I once made a vest out of your wife's underpants. I can't imagine what you'd do to me.
Police Office (thinking it's a domestic abuse situation)," It always happens to the younger, prettier ones."
Dale Gribble," (Yelling at Hank) If it were up to you, you would have filled my buddy tunnel with cement, so no one else could use it! (Note the sexual innuendo/double entendre, based on context of scene)."
Didi Hill," Hank has always been angry. When we were in kindergarten, and the other children would use the finger paints, he would pinch them."
Hank Hill, You are a BALD FACED LIAR!
Cotton Hill, AMEN!
Hank Hill(To Dale)," It's gonna take a lot of hard work to repair this floor, and since this is all your fault, Mister, I'm not gonna let you help me."
Bobby Hill, Can I help?
Hank Hill," Yes, Bobby."
Dale Gribble," Objection, Conjecture, Object-ure!"
Hank Hill, That's not a word!
Hank Hill," [realizing it's no time to keep his temper, he turns violently angry] Get out! Get out! GET OUT! IF YOU DON'T GET OUT OF THAT GOD-DANG RAT HOLE NOW, I'LL GET MY CIRCULAR SAW, COME DOWN THERE, CUT OFF ALL YOUR FINGERS AND TOES! NOW MOVE! MOVE! MOVE!!!"
Dale Gribble," ...Now that we're up here, what is so damn important?"
Hank Hill, Clea: Huntress of--I told you to get an adventure book.
Bobby Hill, But it is adventure.
Hank Hill," (reading it) ""The Elf-Lord Fylfendell knelt upon the bed of dandelions. 'Young wanderer,' quoth he, 'I have woven you a magic breastplate'""-- Bobby, television."
Hank Hill," Dang it, Bobby! (snatches the book) No more elves at the table."
Hank Hill, I've come to take the local bookseller to lunch! (realizes Peggy isn't here) Peggy? (hears gunshots) What the hell? (goes to the basement) Peggy? (finds Cotton Hill shooting the book) Dad!
Cotton Hill," Well, look who's here! Shopping for my birthday? Get me something that shoots like that! (finishes shooting the book and drops it on the floor)"
Dale Gribble," Excellent grouping, Colonel. Plus, those hollow points penetrated Shakespeare all the way into the so-called ""Joyous Comedies"". As you like it? Well, I like it plenty."
Hank Hill," Dang it, Dale! Where is my wife?"
Dale Gribble, Probably one of her smoking breaks. I try not too keep her too tight of a leash.
Dale Gribble," And so, a farewell to A Farewell to Arms!"
Peggy, What are you doing? That is not a proper way to interview!
Hank Hill," Hey Boomhauer, you any closer to getting married?"
Boomhauer, Dang ol'...huh?
Dale Gribble," I hear Mega Lo Mart is taking bids for a rat problem. Boy, that'd be a sweet gig. I could finally start paying for Nancy's health insurance instead of just telling Nancy I'm paying for it."
Dale Gribble," You still think it's rats. Well, don't beat yourself up, Hank, I did too until the evidence pointed to baboon."
Hank Hill," Baboon? Dale, don't tell Glidewell there's a baboon. It's not a baboon."
Dale Gribble," I know that. I won't bore you with the details, but bottom line: it's Chuck Mangione!"
Hank Hill," Dale's losing it at Mega Lo Mart, Nancy. We need some traps for the rat, and a tranquilizer gun for... uh... also for the rat."
Dale Gribble," Well, that's the calculated risk you take when you release a mongoose."
,(Dale and Chuck Mangione argue who's crazier)
Chuck Mangione, You let a mongoose out in the store.
Dale Gribble, You're living in a T.P. fort.
Chuck Mangione, Let's agree to disagree.
Boomhauer (In disbelief)," Chuck Mangione. He's probably out there in Hollywood, you know, sticking his horn to dang ole Minnie Driver."
Hank Hill, That's where the culottes are.
Luanne Platter," I closed my eyes and I was thinking of those stupid guys in my math class... oh, and the guy in the parking lot... and that volunteer pool cleaner who always comes by when I'm swimming."
Angela, Tell me about it. I once fell for a free breast examination in a bar.
Luanne Platter," Yeah, there's nothing worse than people not respecting you. Every time I get hooted at I have to take an hour of Tae Bo."
Hank Hill," Tae Bo, is that that new oriental way of moving your couch around?"
Hank Hill," (after Luanne explains Tae-Bo): Oh, it's dancing."
Bobby Hill, Hmm. That sounds --
Hank Hill, No.
Luanne Platter, Guess who I ran into at the gym... Buck Strickland! He watched me do Tae Bo and he thinks I'd be a great boxer!
Hank Hill," Look, Luanne, I fought at the Y and trust me, you are no boxer."
Luanne Platter," Yea-huh. Friday at midnight in the bathroom at Sugarfoots, and I am going to stand up and fight and be respected just like you said."
Hank Hill," Luanne, the kind of women that box don't have 50 stuffed animals on their bed. Why don't you spend Friday night watching one of those movies you like, where the people fall in love and then one of them dies?"
Angela, Men are never going to respect us. That's why we've got to use what God or the surgeon gave us to get what they got: Money.
Luanne Platter, So you'd do anything for money?
Angela, Or a car.
John Redcorn," Hank, this is an important ritual among my people. Don't half-ass it."
Dale Gribble, I see the buffalo! I AM THE BUFFALO!
Bill Dautrieve," Well, I'm just gonna come right out and say it, Dale--something seems different about you."
Dale Gribble," Something IS different, Bill. I had a vision. I'm an Indian now."
Bill Dautrieve, Oh.
Dale Gribble, I've always wondered why I hated the federal government or loved tobacco with such passion. But now it all makes sense!
Hank Hill," Okay Time Out, Sitting Jackass! Have you looked in the mirror lately? You are the God-dang whitest person I've ever seen!"
Dale Gribble, I AM THE ALBINO BUFFALO! Deal with it!
Dale Gribble," I see the Buffalo, I see the Indian! (slows down) I am the Indian. (snoring)"
Hank Hill, (groans) Dang it.
Joseph Gribble," Dad, where the Hell are you? DAD!"
Bobby Hill," Your dad's not coming. He's rolling around on the ground and eating bark and my dad is screaming, ""Dang it!"" a lot."
Joseph Gribble, This trip is so... SUCKS! You know what the land is tell me? WRECK STUFF!
Bobby Hill, What are YOU DOING?!? THAT'S YOUR DAD'S SLEEPING BAG!
Joseph Gribble, HA! HA! LOOK AT IT BURN!
Hank Hill," Dang it, Boomhauer. Just because the Cowboys have a bad season or two or five doesn't give you the right to abandon them. Right, guys?"
Drunk Biker," Barstool coming through! (bumps into the back of Hank, making his glasses come loose)"
Peggy, It's for the freakin' children!
Cotton Hill," In my day, the principal was the meanest sum-bitch God ever put on one leg. He'd lean on a desk with both hands, and swing his leg at ya! Then, when you were standing there shocked that a one-legged man had kicked ya...he'd bite ya!"
Bobby Hill," The clock radio smells like my Game Boy, but it tastes like my library card. I wonder if it smells different when it's on..."
Dale Gribble, Look at all those pests out there. I wonder if we'll ever win this war.
Sheila," Don't you just find the mating habits of animals fascinating? When a pigeon wants to mate, it makes this noise. Coo. Coo."
Dale Gribble," Interesting. When cockroaches want to mate, they flush all the air out their book gloves. It sounds kinda like (gasp)."
Sheila, Coo. Coo.
Dale Gribble, (gasp)
Sheila," Well, it's getting late. You want to go downstairs. I got us a room, I'm warming up some brandy in the coffeemaker."
Dale Gribble, Wait a second. Are you attempting to... know me?
Sheila," Dale, you're one of the sweetest, gentlest, funniest men I've ever met."
Dale Gribble," True, but Sheila, I'm married."
Sheila, It's just us tonight. (She tries to kiss Dale)
Dale Gribble," Oh no, Missy. There are 3 people here tonight. You, me, and my wife. I've taken two oaths in my life: One to the NRA, and the other to Nancy Hicks-Gribble. Nay, Nancy Hicks. I stood in front of God and all my friends, swearing to be an honorable and truthful man. So I'm not going to lie, I, I have felt a very small, insect-like attraction for you. But my wife is the greatest woman there ever was! I think you should go.  (Sheila leaves) (pigeons cooing) Jeez, woman, take a hint. (turns to see the pigeon cooing. believing the pigeon is propositioning him) You heard me. I love my wife."
Wikipedia has an article about,
Seasons, 1 2 3 4 5 6 7 8 9 10 11 12 13 | Main
Hank," [To Boomhauer] I never thought I'd have to drag you into the garage, like I do with Bill and Dale!"
Bill, Does this suit smell like embalming fluid to you?
Hank," [Goes to talk to Boomhauer] Now, Boomhauer, as a man, I'm obligated of salvaging our friendship of over 30 years, by asking you some tough questions. [Boomhauer, after a moment, nods] Do you love Kathryn Hester?"
Boomhauer," Yo, man."
Hank, And does the thought of Patch marrying her tear you up inside?
Boomhauer," ...Yo, man."
Hank," And did you hire those women of...""easy virtue"" to frame Patch and to break up the wedding?"
Boomhauer," [stares down Hank for a long moment] NO, man."
Hank," ...Oh, Boomhauer, I am so sorry for doubting you. But, wait a minute, if you didn't hire them, then..[Gasps] Craig T?! Oh, God, Patch knew all along!"
Boomhauer," Damn straight, man. Now, talkin' 'bout, you know, do-don't get hurt fallin' off that dang ol' high horse, man!"
Hank," Boomhauer, I deserve all that and more, but right now, I need to get to the rehearsal dinner and set things right. I'll give Patch the ""happy ending"" he deserves, I tell you what!"
Hank Hill," Hank Hill, best man, Strickland Propane."
Patch Boomhauer," No, man! Don't-don't talk about, me! Talkin'...Hank! Dang ol' Hank loves hookers, man!"
Hank Hill," Can't you see you're not making Christianity better, you're just making rock and roll worse?"
Dale Gribble," So it turns out I'm not the actual Dale Gribble, but a clone of him. The original Dale Gribble is a super-warrior from the year 2087. The second me, i.e. I, was created to help the first me fight the invading Mongol armies."
Hank Hill," Dale, that's asinine, and here's four reasons why. First, you're not gonna clone a super-warrior out of a guy who can't even win a thumb-wrestling match. Two, you've spent your life swearing that the robots will eliminate the clones by the year 2010, so which is it, robots or clones? Three, you've already said you sympathize with the invading Mongolians of 2087, so you'd be the last one they'd send to fight them. And four, if you were from the future, you would have seen this coming."
Peggy," Hank, there's something I have to tell you."
Hank, You did what?!
Kahn, Minh! Come quick! Hank and Peggy having old-school red-neck domestic squabble on front lawn!
Hank," How could you, Peggy?"
Minh," Oh, I bet she burn the meat loaf!"
Hank, It caused what?
Minh, Why he point at his crotch like that?
Hank, 20% shrinkage?! You want me to put a patch on my what?!
